evidence_id,target_id,source_kind,source_id,disease_id,relation_kind
imev_da76f12c68a868ef,target_a24e74dbaef2efa5,image_modal_evidence,imev_da76f12c68a868ef,BRCA,pathway
imev_1527b6b8e28af700,target_5a8445efa82985c0,image_modal_evidence,imev_1527b6b8e28af700,BRCA,target
imev_1527b6b8e28af700,target_1416fc3e3932fc67,image_modal_evidence,imev_1527b6b8e28af700,BRCA,pathway
imev_39e1842bfa3101d1,target_6355eb4ba9085d0e,image_modal_evidence,imev_39e1842bfa3101d1,BRCA,target
imev_39e1842bfa3101d1,target_1416fc3e3932fc67,image_modal_evidence,imev_39e1842bfa3101d1,BRCA,pathway
imev_6ab2727ebf7b06ef,target_65632ef7bf5e8960,image_modal_evidence,imev_6ab2727ebf7b06ef,BRCA,target
imev_6ab2727ebf7b06ef,target_b63bea6e1ab9da68,image_modal_evidence,imev_6ab2727ebf7b06ef,BRCA,pathway
imev_d0c1e6d6703c6820,target_45f4e6c305448e84,image_modal_evidence,imev_d0c1e6d6703c6820,BRCA,target
imev_d0c1e6d6703c6820,target_a24e74dbaef2efa5,image_modal_evidence,imev_d0c1e6d6703c6820,BRCA,pathway
imev_08387e6c2b0cffbd,target_1416fc3e3932fc67,image_modal_evidence,imev_08387e6c2b0cffbd,BRCA,pathway
imev_2c1681b23b4ffec3,target_d6498fa8a8e74e6f,image_modal_evidence,imev_2c1681b23b4ffec3,BRCA,target
imev_2c1681b23b4ffec3,target_cdbf468a18ff1319,image_modal_evidence,imev_2c1681b23b4ffec3,BRCA,pathway
imev_24a56cefe10450d5,target_5d3f94ef07cbc00a,image_modal_evidence,imev_24a56cefe10450d5,Colon,target
imev_24a56cefe10450d5,target_1416fc3e3932fc67,image_modal_evidence,imev_24a56cefe10450d5,Colon,pathway
imev_de0792b63b8cb5cd,target_dddfbff9eee87717,image_modal_evidence,imev_de0792b63b8cb5cd,Colon,target
imev_de0792b63b8cb5cd,target_6ef4c54890d49550,image_modal_evidence,imev_de0792b63b8cb5cd,Colon,pathway
imev_38acf875e39fb39e,target_dddfbff9eee87717,image_modal_evidence,imev_38acf875e39fb39e,Colon,target
imev_38acf875e39fb39e,target_6ef4c54890d49550,image_modal_evidence,imev_38acf875e39fb39e,Colon,pathway
imev_310ff2beb4e8104c,target_e5c04c41e91bed69,image_modal_evidence,imev_310ff2beb4e8104c,Colon,target
imev_310ff2beb4e8104c,target_a24e74dbaef2efa5,image_modal_evidence,imev_310ff2beb4e8104c,Colon,pathway
imev_7f6c98af0fa196cc,target_5d3f94ef07cbc00a,image_modal_evidence,imev_7f6c98af0fa196cc,Colon,target
imev_7f6c98af0fa196cc,target_1416fc3e3932fc67,image_modal_evidence,imev_7f6c98af0fa196cc,Colon,pathway
imev_32f6492cd929918d,target_5d3f94ef07cbc00a,image_modal_evidence,imev_32f6492cd929918d,Colon,target
imev_32f6492cd929918d,target_1416fc3e3932fc67,image_modal_evidence,imev_32f6492cd929918d,Colon,pathway
imev_2201397b36ec4b2b,target_2ad7080e730d06a4,image_modal_evidence,imev_2201397b36ec4b2b,Colon,target
imev_2201397b36ec4b2b,target_6ef4c54890d49550,image_modal_evidence,imev_2201397b36ec4b2b,Colon,pathway
imev_356033c99a7bce52,target_2ad7080e730d06a4,image_modal_evidence,imev_356033c99a7bce52,Colon,target
imev_356033c99a7bce52,target_6ef4c54890d49550,image_modal_evidence,imev_356033c99a7bce52,Colon,pathway
imev_17b2909c5d9ae248,target_1416fc3e3932fc67,image_modal_evidence,imev_17b2909c5d9ae248,Colon,pathway
imev_6ceebb12905812b4,target_3c06827e22a17060,image_modal_evidence,imev_6ceebb12905812b4,Colon,target
imev_6ceebb12905812b4,target_a24e74dbaef2efa5,image_modal_evidence,imev_6ceebb12905812b4,Colon,pathway
imev_b863e52beca8a55c,target_93049e2d40ef1c6f,image_modal_evidence,imev_b863e52beca8a55c,Colon,target
imev_b863e52beca8a55c,target_e263148716931e9d,image_modal_evidence,imev_b863e52beca8a55c,Colon,pathway
imev_49648c88e28869c5,target_5d3f94ef07cbc00a,image_modal_evidence,imev_49648c88e28869c5,Colon,target
imev_49648c88e28869c5,target_1416fc3e3932fc67,image_modal_evidence,imev_49648c88e28869c5,Colon,pathway
imev_23bfa059bbb87ada,target_93049e2d40ef1c6f,image_modal_evidence,imev_23bfa059bbb87ada,Colon,target
imev_23bfa059bbb87ada,target_e263148716931e9d,image_modal_evidence,imev_23bfa059bbb87ada,Colon,pathway
imev_ae934e3183df64da,target_219ee0622960f2fb,image_modal_evidence,imev_ae934e3183df64da,Colon,target
imev_ae934e3183df64da,target_a24e74dbaef2efa5,image_modal_evidence,imev_ae934e3183df64da,Colon,pathway
imev_2fc027ab590a9c07,target_2e4df6ee9cd208b2,image_modal_evidence,imev_2fc027ab590a9c07,Colon,target
imev_2fc027ab590a9c07,target_a24e74dbaef2efa5,image_modal_evidence,imev_2fc027ab590a9c07,Colon,pathway
imev_8ab43b37081d8513,target_93049e2d40ef1c6f,image_modal_evidence,imev_8ab43b37081d8513,Colon,target
imev_8ab43b37081d8513,target_e263148716931e9d,image_modal_evidence,imev_8ab43b37081d8513,Colon,pathway
imev_007f9f3bc34228b6,target_3165b529a3f7ff92,image_modal_evidence,imev_007f9f3bc34228b6,Colon,target
imev_007f9f3bc34228b6,target_1416fc3e3932fc67,image_modal_evidence,imev_007f9f3bc34228b6,Colon,pathway
imev_11e2e0772cb5f30b,target_0955c704608a674f,image_modal_evidence,imev_11e2e0772cb5f30b,Colon,target
imev_11e2e0772cb5f30b,target_867a91bd59261288,image_modal_evidence,imev_11e2e0772cb5f30b,Colon,pathway
imev_f231b8c2bb75acb3,target_5d3f94ef07cbc00a,image_modal_evidence,imev_f231b8c2bb75acb3,Colon,target
imev_f231b8c2bb75acb3,target_1416fc3e3932fc67,image_modal_evidence,imev_f231b8c2bb75acb3,Colon,pathway
imev_ee1ef03d546cb322,target_dddfbff9eee87717,image_modal_evidence,imev_ee1ef03d546cb322,Colon,target
imev_ee1ef03d546cb322,target_6ef4c54890d49550,image_modal_evidence,imev_ee1ef03d546cb322,Colon,pathway
imev_effd1f61dd0bdb8d,target_dddfbff9eee87717,image_modal_evidence,imev_effd1f61dd0bdb8d,Colon,target
imev_effd1f61dd0bdb8d,target_6ef4c54890d49550,image_modal_evidence,imev_effd1f61dd0bdb8d,Colon,pathway
imev_c694208b29043c01,target_e5c04c41e91bed69,image_modal_evidence,imev_c694208b29043c01,Colon,target
imev_c694208b29043c01,target_a24e74dbaef2efa5,image_modal_evidence,imev_c694208b29043c01,Colon,pathway
imev_61f8834d960ff829,target_5d3f94ef07cbc00a,image_modal_evidence,imev_61f8834d960ff829,Colon,target
imev_61f8834d960ff829,target_1416fc3e3932fc67,image_modal_evidence,imev_61f8834d960ff829,Colon,pathway
imev_8c4ba0c6b7898360,target_5d3f94ef07cbc00a,image_modal_evidence,imev_8c4ba0c6b7898360,Colon,target
imev_8c4ba0c6b7898360,target_1416fc3e3932fc67,image_modal_evidence,imev_8c4ba0c6b7898360,Colon,pathway
imev_58224d4a68e82c1e,target_2ad7080e730d06a4,image_modal_evidence,imev_58224d4a68e82c1e,Colon,target
imev_58224d4a68e82c1e,target_6ef4c54890d49550,image_modal_evidence,imev_58224d4a68e82c1e,Colon,pathway
imev_89bd6e11aabe15e1,target_2ad7080e730d06a4,image_modal_evidence,imev_89bd6e11aabe15e1,Colon,target
imev_89bd6e11aabe15e1,target_6ef4c54890d49550,image_modal_evidence,imev_89bd6e11aabe15e1,Colon,pathway
imev_e6321c02753feb29,target_1416fc3e3932fc67,image_modal_evidence,imev_e6321c02753feb29,Colon,pathway
imev_1074396e456bab7c,target_3c06827e22a17060,image_modal_evidence,imev_1074396e456bab7c,Colon,target
imev_1074396e456bab7c,target_a24e74dbaef2efa5,image_modal_evidence,imev_1074396e456bab7c,Colon,pathway
imev_e5c89dc7db5a5cb2,target_93049e2d40ef1c6f,image_modal_evidence,imev_e5c89dc7db5a5cb2,Colon,target
imev_e5c89dc7db5a5cb2,target_e263148716931e9d,image_modal_evidence,imev_e5c89dc7db5a5cb2,Colon,pathway
imev_87595fc7e0a5cfee,target_5d3f94ef07cbc00a,image_modal_evidence,imev_87595fc7e0a5cfee,Colon,target
imev_87595fc7e0a5cfee,target_1416fc3e3932fc67,image_modal_evidence,imev_87595fc7e0a5cfee,Colon,pathway
imev_8bc198a0c2fb3493,target_93049e2d40ef1c6f,image_modal_evidence,imev_8bc198a0c2fb3493,Colon,target
imev_8bc198a0c2fb3493,target_e263148716931e9d,image_modal_evidence,imev_8bc198a0c2fb3493,Colon,pathway
imev_ac560f8eafad5f97,target_219ee0622960f2fb,image_modal_evidence,imev_ac560f8eafad5f97,Colon,target
imev_ac560f8eafad5f97,target_a24e74dbaef2efa5,image_modal_evidence,imev_ac560f8eafad5f97,Colon,pathway
imev_5a575a609891d060,target_2e4df6ee9cd208b2,image_modal_evidence,imev_5a575a609891d060,Colon,target
imev_5a575a609891d060,target_a24e74dbaef2efa5,image_modal_evidence,imev_5a575a609891d060,Colon,pathway
imev_0024bfa5010de968,target_93049e2d40ef1c6f,image_modal_evidence,imev_0024bfa5010de968,Colon,target
imev_0024bfa5010de968,target_e263148716931e9d,image_modal_evidence,imev_0024bfa5010de968,Colon,pathway
imev_c80adb8b0a6613e8,target_3165b529a3f7ff92,image_modal_evidence,imev_c80adb8b0a6613e8,Colon,target
imev_c80adb8b0a6613e8,target_1416fc3e3932fc67,image_modal_evidence,imev_c80adb8b0a6613e8,Colon,pathway
imev_ebd322906d1b5216,target_0955c704608a674f,image_modal_evidence,imev_ebd322906d1b5216,Colon,target
imev_ebd322906d1b5216,target_867a91bd59261288,image_modal_evidence,imev_ebd322906d1b5216,Colon,pathway
imev_54d1da53bda80672,target_5d3f94ef07cbc00a,image_modal_evidence,imev_54d1da53bda80672,Colon,target
imev_54d1da53bda80672,target_1416fc3e3932fc67,image_modal_evidence,imev_54d1da53bda80672,Colon,pathway
imev_f6545bd62cc43f70,target_dddfbff9eee87717,image_modal_evidence,imev_f6545bd62cc43f70,Colon,target
imev_f6545bd62cc43f70,target_6ef4c54890d49550,image_modal_evidence,imev_f6545bd62cc43f70,Colon,pathway
imev_bac95bf5dbc6e2a5,target_dddfbff9eee87717,image_modal_evidence,imev_bac95bf5dbc6e2a5,Colon,target
imev_bac95bf5dbc6e2a5,target_6ef4c54890d49550,image_modal_evidence,imev_bac95bf5dbc6e2a5,Colon,pathway
imev_7c2de292b3f5428b,target_e5c04c41e91bed69,image_modal_evidence,imev_7c2de292b3f5428b,Colon,target
imev_7c2de292b3f5428b,target_a24e74dbaef2efa5,image_modal_evidence,imev_7c2de292b3f5428b,Colon,pathway
imev_4267274dcd0c4b83,target_a45e4e169569cecd,image_modal_evidence,imev_4267274dcd0c4b83,HNSC,target
imev_f71ba6b583e13383,target_69f35394aba7bc4d,image_modal_evidence,imev_f71ba6b583e13383,HNSC,target
imev_0c8c4c28d9a14df2,target_69f35394aba7bc4d,image_modal_evidence,imev_0c8c4c28d9a14df2,HNSC,target
imev_22faa75af63725e9,target_b4c0e75a3b44ac3c,image_modal_evidence,imev_22faa75af63725e9,HNSC,target
imev_67cb5dc347c64d7c,target_69f35394aba7bc4d,image_modal_evidence,imev_67cb5dc347c64d7c,HNSC,target
imev_6e14d6553e264bdc,target_d73e151337f960d4,image_modal_evidence,imev_6e14d6553e264bdc,HNSC,target
imev_00498af7287ffc9c,target_26b1aac505a6a6dd,image_modal_evidence,imev_00498af7287ffc9c,HNSC,target
imev_3b74c7110d3c51e3,target_d246a26128cf4480,image_modal_evidence,imev_3b74c7110d3c51e3,HNSC,target
imev_827dcc6794ba282b,target_f0f7917e52d8420d,image_modal_evidence,imev_827dcc6794ba282b,HNSC,target
imev_3877ff363303fbdd,target_2085ad01034ea0db,image_modal_evidence,imev_3877ff363303fbdd,HNSC,target
imev_98ad9d4de4dc3cb8,target_ff1c6e32cedda763,image_modal_evidence,imev_98ad9d4de4dc3cb8,HNSC,target
imev_f2b8fc4ae7bd9b1e,target_3d5652d932f7d106,image_modal_evidence,imev_f2b8fc4ae7bd9b1e,HNSC,target
imev_fe1cc61e9f3bb190,target_d41043e4cd663f11,image_modal_evidence,imev_fe1cc61e9f3bb190,HNSC,target
imev_832526b784e64e15,target_db2305afbd0ca4a1,image_modal_evidence,imev_832526b784e64e15,HNSC,target
imev_01798136c5b9fd57,target_b4c0e75a3b44ac3c,image_modal_evidence,imev_01798136c5b9fd57,HNSC,target
imev_f03352bb0df56b75,target_af771bfd5af592c6,image_modal_evidence,imev_f03352bb0df56b75,HNSC,target
imev_9cef288b5e49d908,target_ff1c6e32cedda763,image_modal_evidence,imev_9cef288b5e49d908,HNSC,target
imev_188579b87c63d5fb,target_ec0a71ecc9d4cbe1,image_modal_evidence,imev_188579b87c63d5fb,HNSC,target
imev_3a9590c06c468fee,target_b64a249006a43077,image_modal_evidence,imev_3a9590c06c468fee,HNSC,target
imev_e5b91bc920aa7944,target_5414bd313ab61b6e,image_modal_evidence,imev_e5b91bc920aa7944,HNSC,target
imev_b04d78df7dfd65e1,target_d49c1116c959c4f4,image_modal_evidence,imev_b04d78df7dfd65e1,HNSC,target
imev_8d105801524bbd92,target_e8f3ce9c535a12b7,image_modal_evidence,imev_8d105801524bbd92,HNSC,target
imev_1d831b8b094eefdc,target_d415db933555f69a,image_modal_evidence,imev_1d831b8b094eefdc,HNSC,target
imev_6a841b84b5e426a4,target_69f35394aba7bc4d,image_modal_evidence,imev_6a841b84b5e426a4,HNSC,target
imev_dc49ccadb43fa9e4,target_d41043e4cd663f11,image_modal_evidence,imev_dc49ccadb43fa9e4,HNSC,target
imev_626256235633a0cf,target_18147689bd709a77,image_modal_evidence,imev_626256235633a0cf,HNSC,target
imev_8a9173f4d44377a8,target_7353bb53beac9bd7,image_modal_evidence,imev_8a9173f4d44377a8,HNSC,target
imev_a7e77faa108c1b25,target_fab5ae3aba4c9c36,image_modal_evidence,imev_a7e77faa108c1b25,HNSC,target
imev_a86daffaa6b19ee8,target_059b04ea77c01357,image_modal_evidence,imev_a86daffaa6b19ee8,HNSC,target
imev_505714cf62311855,target_b84f915a2dc7686a,image_modal_evidence,imev_505714cf62311855,HNSC,target
imev_a438114fc7e20c53,target_a45e4e169569cecd,image_modal_evidence,imev_a438114fc7e20c53,HNSC,target
imev_251fa0970a78b35c,target_69f35394aba7bc4d,image_modal_evidence,imev_251fa0970a78b35c,HNSC,target
imev_cfdbfee0f0f0d3c3,target_69f35394aba7bc4d,image_modal_evidence,imev_cfdbfee0f0f0d3c3,HNSC,target
imev_086b7f82cfc23929,target_b4c0e75a3b44ac3c,image_modal_evidence,imev_086b7f82cfc23929,HNSC,target
imev_1b31f8e746afc17e,target_69f35394aba7bc4d,image_modal_evidence,imev_1b31f8e746afc17e,HNSC,target
imev_579b60234e36aad2,target_d73e151337f960d4,image_modal_evidence,imev_579b60234e36aad2,HNSC,target
imev_5c36301b0590b8f0,target_26b1aac505a6a6dd,image_modal_evidence,imev_5c36301b0590b8f0,HNSC,target
imev_1907562418e82ae0,target_d246a26128cf4480,image_modal_evidence,imev_1907562418e82ae0,HNSC,target
imev_2d10136ad1a01826,target_f0f7917e52d8420d,image_modal_evidence,imev_2d10136ad1a01826,HNSC,target
imev_6655160d077f1d68,target_2085ad01034ea0db,image_modal_evidence,imev_6655160d077f1d68,HNSC,target
imev_147b907572a959b3,target_ff1c6e32cedda763,image_modal_evidence,imev_147b907572a959b3,HNSC,target
imev_8f36c7bbcf5a9328,target_3d5652d932f7d106,image_modal_evidence,imev_8f36c7bbcf5a9328,HNSC,target
imev_c60a98851fc5e677,target_d41043e4cd663f11,image_modal_evidence,imev_c60a98851fc5e677,HNSC,target
imev_51b667a77df0b450,target_db2305afbd0ca4a1,image_modal_evidence,imev_51b667a77df0b450,HNSC,target
imev_361f8ae6acd1504c,target_b4c0e75a3b44ac3c,image_modal_evidence,imev_361f8ae6acd1504c,HNSC,target
imev_41bc10aad582beaa,target_af771bfd5af592c6,image_modal_evidence,imev_41bc10aad582beaa,HNSC,target
imev_3bf8a622420d680f,target_ff1c6e32cedda763,image_modal_evidence,imev_3bf8a622420d680f,HNSC,target
imev_51d5f9f4f321d2ad,target_ec0a71ecc9d4cbe1,image_modal_evidence,imev_51d5f9f4f321d2ad,HNSC,target
imev_0bbbf91b525a9986,target_b64a249006a43077,image_modal_evidence,imev_0bbbf91b525a9986,HNSC,target
imev_8be87a87f170cfe0,target_5414bd313ab61b6e,image_modal_evidence,imev_8be87a87f170cfe0,HNSC,target
imev_b7f989556c5d834e,target_d49c1116c959c4f4,image_modal_evidence,imev_b7f989556c5d834e,HNSC,target
imev_ae3fdad2705ddde7,target_e8f3ce9c535a12b7,image_modal_evidence,imev_ae3fdad2705ddde7,HNSC,target
imev_d0f7030d6984cf6e,target_d415db933555f69a,image_modal_evidence,imev_d0f7030d6984cf6e,HNSC,target
imev_606f630d8218e976,target_69f35394aba7bc4d,image_modal_evidence,imev_606f630d8218e976,HNSC,target
imev_d623c75564ab88e6,target_d41043e4cd663f11,image_modal_evidence,imev_d623c75564ab88e6,HNSC,target
imev_f2bc36ea51dd96ef,target_18147689bd709a77,image_modal_evidence,imev_f2bc36ea51dd96ef,HNSC,target
imev_69f31446fe7bec1f,target_7353bb53beac9bd7,image_modal_evidence,imev_69f31446fe7bec1f,HNSC,target
imev_985c50b34ba609d8,target_fab5ae3aba4c9c36,image_modal_evidence,imev_985c50b34ba609d8,HNSC,target
imev_28cc7a0962ef60c3,target_059b04ea77c01357,image_modal_evidence,imev_28cc7a0962ef60c3,HNSC,target
imev_cd350cd617395a5d,target_b84f915a2dc7686a,image_modal_evidence,imev_cd350cd617395a5d,HNSC,target
imev_27405ecc1df989d6,target_ca35ffcff698a02e,image_modal_evidence,imev_27405ecc1df989d6,IPF,pathway
imev_3523cce7d37f07ed,target_ca35ffcff698a02e,image_modal_evidence,imev_3523cce7d37f07ed,IPF,pathway
imev_72f485016846bb67,target_b53067a638268f0a,image_modal_evidence,imev_72f485016846bb67,IPF,pathway
imev_db174baa92e8925b,target_b53067a638268f0a,image_modal_evidence,imev_db174baa92e8925b,IPF,pathway
imev_f97ebb1277a7bfc2,target_b53067a638268f0a,image_modal_evidence,imev_f97ebb1277a7bfc2,IPF,pathway
imev_7d35d67f07341179,target_b53067a638268f0a,image_modal_evidence,imev_7d35d67f07341179,IPF,pathway
imev_7f6e450aeb220abf,target_b53067a638268f0a,image_modal_evidence,imev_7f6e450aeb220abf,IPF,pathway
imev_0fee0ec37717699e,target_b53067a638268f0a,image_modal_evidence,imev_0fee0ec37717699e,IPF,pathway
imev_4275259c9c0cc6a1,target_fe823fbeac3a923f,image_modal_evidence,imev_4275259c9c0cc6a1,LUNG,target
imev_4275259c9c0cc6a1,target_f47fa3a1dc526599,image_modal_evidence,imev_4275259c9c0cc6a1,LUNG,pathway
imev_244b08af8afeabe8,target_fe823fbeac3a923f,image_modal_evidence,imev_244b08af8afeabe8,LUNG,target
imev_244b08af8afeabe8,target_f47fa3a1dc526599,image_modal_evidence,imev_244b08af8afeabe8,LUNG,pathway
imev_1f69b40f9892cb3d,target_fe823fbeac3a923f,image_modal_evidence,imev_1f69b40f9892cb3d,LUNG,target
imev_1f69b40f9892cb3d,target_f47fa3a1dc526599,image_modal_evidence,imev_1f69b40f9892cb3d,LUNG,pathway
imev_b4f1c7db93b11e94,target_2ad7080e730d06a4,image_modal_evidence,imev_b4f1c7db93b11e94,LUNG,target
imev_b4f1c7db93b11e94,target_6ef4c54890d49550,image_modal_evidence,imev_b4f1c7db93b11e94,LUNG,pathway
imev_826b7c15e46a2c62,target_2ad7080e730d06a4,image_modal_evidence,imev_826b7c15e46a2c62,LUNG,target
imev_826b7c15e46a2c62,target_6ef4c54890d49550,image_modal_evidence,imev_826b7c15e46a2c62,LUNG,pathway
imev_7fbebff7797841f7,target_2ad7080e730d06a4,image_modal_evidence,imev_7fbebff7797841f7,LUNG,target
imev_7fbebff7797841f7,target_6ef4c54890d49550,image_modal_evidence,imev_7fbebff7797841f7,LUNG,pathway
imev_69a5c7c637835703,target_2ad7080e730d06a4,image_modal_evidence,imev_69a5c7c637835703,LUNG,target
imev_69a5c7c637835703,target_6ef4c54890d49550,image_modal_evidence,imev_69a5c7c637835703,LUNG,pathway
imev_782ab1a34b957c78,target_2ad7080e730d06a4,image_modal_evidence,imev_782ab1a34b957c78,LUNG,target
imev_782ab1a34b957c78,target_6ef4c54890d49550,image_modal_evidence,imev_782ab1a34b957c78,LUNG,pathway
imev_9b851be65f7d1794,target_2ad7080e730d06a4,image_modal_evidence,imev_9b851be65f7d1794,LUNG,target
imev_9b851be65f7d1794,target_6ef4c54890d49550,image_modal_evidence,imev_9b851be65f7d1794,LUNG,pathway
imev_ef7712d5a5a5ad86,target_1416fc3e3932fc67,image_modal_evidence,imev_ef7712d5a5a5ad86,LUNG,pathway
imev_9ca60d59ac1fa2f1,target_1416fc3e3932fc67,image_modal_evidence,imev_9ca60d59ac1fa2f1,LUNG,pathway
imev_6562cf382bc883c0,target_1416fc3e3932fc67,image_modal_evidence,imev_6562cf382bc883c0,LUNG,pathway
imev_7404187618480944,target_4e1d9dd16741fc6d,image_modal_evidence,imev_7404187618480944,LUNG,target
imev_7404187618480944,target_1416fc3e3932fc67,image_modal_evidence,imev_7404187618480944,LUNG,pathway
imev_fdb9ebf1e6b92bb3,target_4e1d9dd16741fc6d,image_modal_evidence,imev_fdb9ebf1e6b92bb3,LUNG,target
imev_fdb9ebf1e6b92bb3,target_1416fc3e3932fc67,image_modal_evidence,imev_fdb9ebf1e6b92bb3,LUNG,pathway
imev_90fcaabe35449a82,target_4e1d9dd16741fc6d,image_modal_evidence,imev_90fcaabe35449a82,LUNG,target
imev_90fcaabe35449a82,target_1416fc3e3932fc67,image_modal_evidence,imev_90fcaabe35449a82,LUNG,pathway
imev_1407445467a76855,target_6355eb4ba9085d0e,image_modal_evidence,imev_1407445467a76855,LUNG,target
