model,canonical_drug_id,drug_name,pred_rank,pred_label_regression,smiles,supported_target_axes,reference_kind,is_reference_drug,is_validation_treatment_drug,direct_external_validation_possible,oral,parenteral,topical,black_box_warning,max_phase,n_assays_tested,n_pass,n_caution,n_nodata,safety_score,toxicity_flag_count,flags,step7_keep,step7_decision
LightGBM,CHEMBL2105759,BARICITINIB,17,-7.254661323202253,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,,clinical_anchor,True,False,False,1,0,0,1,4.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL3137308,PEFICITINIB,18,-7.252459638327128,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,,,False,False,False,1,0,0,0,4.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL1287853,FEDRATINIB,19,-7.183364389115328,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,JAK3,,False,False,False,1,0,0,1,4.0,2,2,0,20,10.0,0,,True,pass_admet_gate
LightGBM,CHEMBL3622821,UPADACITINIB,20,-7.115986563468053,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,TYK2,,False,False,False,1,0,0,1,4.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL603469,LESTAURTINIB,21,-7.007041376569775,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,,,False,False,False,0,0,0,0,3.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL495727,AT-9283,22,-6.89741571704831,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,,,False,False,False,0,0,0,0,2.0,4,4,0,18,10.0,0,,True,pass_admet_gate
LightGBM,CHEMBL2035187,PACRITINIB,23,-6.889492520300579,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,JAK1,,False,False,False,1,0,0,0,4.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL191003,JNJ-7706621,24,-6.860502284490772,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,JAK2,,False,False,False,0,0,0,0,0.0,2,2,0,20,10.0,0,,True,pass_admet_gate
LightGBM,CHEMBL4298138,REPOTRECTINIB,25,-6.840074561449481,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,,,False,False,False,1,0,0,0,4.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL3545215,BMS-911543,26,-6.796201706425222,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,,,False,False,False,0,0,0,0,2.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL3039513,DECERNOTINIB,27,-6.712351070044455,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,TYK2,,False,False,False,0,0,0,0,2.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL32442,CDP840,28,-6.5113001423419234,COc1ccc([C@H](Cc2ccncc2)c2ccccc2)cc1OC1CCCC1,,,False,False,False,0,0,0,0,0.0,0,0,0,22,5.0,0,,True,pass_admet_gate
LightGBM,CHEMBL1078178,MOMELOTINIB,29,-6.4369013800234995,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,,,False,False,False,1,0,0,0,4.0,3,3,0,19,10.0,0,,True,pass_admet_gate
LightGBM,CHEMBL2103743,TOFACITINIB CITRATE,30,-6.427215964329691,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,,clinical_anchor,True,False,False,1,0,0,1,4.0,1,1,0,21,10.0,0,,True,pass_admet_gate
