image_id,image_path,source_dataset,source_file,label,label_type,severity_label,cluster,pca1,pca2
psoriasis_044,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_044_11_32.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_32.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,9.8440695,0.84968954
psoriasis_045,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_045_11_35.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_35.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-7.699873,4.234072
psoriasis_046,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_046_11_37.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_37.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,-1.8630673,9.5615015
psoriasis_047,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_047_11_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-2.2734363,0.862935
psoriasis_048,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_048_11_43.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_43.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,4.8477116,11.263984
psoriasis_049,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_049_11_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,-1.2349098,5.638318
psoriasis_050,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_050_12_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-1.9193686,5.4762836
psoriasis_051,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_051_12_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-5.290047,9.771861
psoriasis_052,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_052_12_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-7.4040675,5.854426
psoriasis_053,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_053_12_12.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_12.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-4.6324,5.7320137
psoriasis_054,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_054_12_16.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_16.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-10.954063,8.0595
psoriasis_055,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_055_12_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-10.861889,6.3173385
psoriasis_056,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_056_12_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-4.8150554,7.0537105
psoriasis_057,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_057_12_2.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_2.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-8.186335,3.6150434
psoriasis_058,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_058_12_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-6.0887027,3.4503691
psoriasis_059,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_059_12_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-4.6880693,-4.2044873
psoriasis_060,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_060_12_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_5.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-10.4907465,5.6795077
psoriasis_061,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_061_12_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_6.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-2.2370157,9.8138485
psoriasis_062,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_062_12_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-3.3932855,2.5826926
psoriasis_063,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_063_12_9.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_9.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-3.0756652,1.5228001
psoriasis_064,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_064_13_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,11.6486025,6.5526133
psoriasis_065,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_065_13_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,1.52116,3.6169982
psoriasis_066,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_066_13_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,11.703835,11.34996
psoriasis_067,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_067_13_12.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_12.jpg,psoriasis_lichen_planus_related,disease_category,unknown,2,10.000301,-5.8799057
psoriasis_068,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_068_13_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_13.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,9.068212,3.9495993
psoriasis_069,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_069_13_14.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_14.jpg,psoriasis_lichen_planus_related,disease_category,unknown,2,5.8609333,-2.4690936
psoriasis_070,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_070_13_15.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_15.jpg,psoriasis_lichen_planus_related,disease_category,unknown,2,-0.57465476,-5.050989
psoriasis_071,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_071_13_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,15.523455,-5.024646
psoriasis_072,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_072_13_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_19.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,5.466428,8.142521
psoriasis_073,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_073_13_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown,2,5.1144238,3.9237475
psoriasis_074,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_074_13_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown,2,0.20283188,-0.37798283
psoriasis_075,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_075_13_22.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_22.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,3.8401415,12.169543
psoriasis_076,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_076_13_25.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_25.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,0.8147501,13.450644
psoriasis_077,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_077_13_28.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_28.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,0.26051798,12.496945
psoriasis_078,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_078_13_30.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_30.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,2.3700237,11.37701
psoriasis_079,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_079_13_31.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_31.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,7.0113893,13.411766
psoriasis_080,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_080_13_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_5.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,12.298475,8.791696
psoriasis_081,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_081_13_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_6.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,8.384603,13.598167
psoriasis_082,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_082_13_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_7.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,14.623525,10.565639
psoriasis_083,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_083_13_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown,1,9.66105,10.316157
psoriasis_084,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_084_14_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-11.844203,-2.8760297
psoriasis_085,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_085_14_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-11.788667,-6.076496
psoriasis_086,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_086_14_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-12.091114,-3.7199883
psoriasis_087,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_087_14_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown,0,-11.45491,0.3904192
