image_id,image_path,source_dataset,source_file,label,label_type,severity_label
psoriasis_011,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_011_0_24.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_24.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_012,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_012_0_27.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_27.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_013,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_013_0_30.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_30.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_014,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_014_0_36.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_36.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_015,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_015_0_39.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_39.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_016,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_016_0_40.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_40.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_017,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_017_0_42.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_42.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_018,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_018_0_44.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_44.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_019,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_019_0_45.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_45.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_020,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_020_0_48.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_48.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_021,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_021_0_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_5.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_022,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_022_0_51.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_51.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_023,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_023_0_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_7.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_024,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_024_0_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_025,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_025_10_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_026,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_026_10_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_027,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_027_10_11.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_11.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_028,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_028_10_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_13.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_029,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_029_10_14.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_14.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_030,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_030_10_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_031,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_031_10_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_032,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_032_10_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_19.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_033,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_033_10_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_034,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_034_10_22.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_22.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_035,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_035_10_23.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_23.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_036,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_036_10_3.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_3.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_037,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_037_10_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_6.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_038,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_038_10_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_7.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_039,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_039_10_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_040,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_040_11_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_041,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_041_11_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_19.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_042,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_042_11_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_043,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_043_11_31.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_31.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_044,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_044_11_32.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_32.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_045,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_045_11_35.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_35.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_046,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_046_11_37.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_37.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_047,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_047_11_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_048,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_048_11_43.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_43.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_049,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_049_11_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_050,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_050_12_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_051,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_051_12_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_052,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_052_12_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_053,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_053_12_12.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_12.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_054,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_054_12_16.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_16.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_055,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_055_12_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_056,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_056_12_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_057,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_057_12_2.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_2.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_058,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_058_12_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_059,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_059_12_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_060,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_060_12_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_5.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_061,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_061_12_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_6.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_062,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_062_12_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_063,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_063_12_9.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_9.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_064,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_064_13_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_065,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_065_13_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_066,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_066_13_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_067,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_067_13_12.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_12.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_068,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_068_13_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_13.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_069,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_069_13_14.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_14.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_070,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_070_13_15.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_15.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_071,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_071_13_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_072,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_072_13_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_19.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_073,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_073_13_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_074,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_074_13_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_075,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_075_13_22.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_22.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_076,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_076_13_25.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_25.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_077,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_077_13_28.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_28.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_078,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_078_13_30.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_30.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_079,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_079_13_31.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_31.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_080,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_080_13_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_5.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_081,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_081_13_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_6.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_082,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_082_13_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_7.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_083,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_083_13_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/13_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_084,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_084_14_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_0.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_085,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_085_14_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_17.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_086,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_086_14_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_18.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_087,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_087_14_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_20.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_088,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_088_14_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_21.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_089,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_089_14_27.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_27.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_090,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_090_14_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_4.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_091,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_091_14_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_8.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_092,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_092_14_9.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/14_9.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_093,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_093_15_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_1.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_094,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_094_15_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_10.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_095,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_095_15_11.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_11.jpg,psoriasis_lichen_planus_related,disease_category,unknown
psoriasis_096,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_096_15_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/15_13.jpg,psoriasis_lichen_planus_related,disease_category,unknown
