image_id,image_path,source_dataset,source_file,source_url,label,label_type,severity_label,notes
psoriasis_015,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_015_0_39.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_39.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_016,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_016_0_40.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_40.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_017,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_017_0_42.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_42.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_018,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_018_0_44.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_44.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_019,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_019_0_45.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_45.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_020,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_020_0_48.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_48.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_021,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_021_0_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_5.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_022,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_022_0_51.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_51.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_023,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_023_0_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_7.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_024,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_024_0_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/0_8.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_025,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_025_10_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_0.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_026,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_026_10_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_10.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_027,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_027_10_11.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_11.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_028,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_028_10_13.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_13.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_029,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_029_10_14.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_14.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_030,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_030_10_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_17.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_031,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_031_10_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_18.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_032,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_032_10_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_19.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_033,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_033_10_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_21.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_034,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_034_10_22.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_22.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_035,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_035_10_23.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_23.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_036,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_036_10_3.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_3.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_037,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_037_10_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_6.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_038,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_038_10_7.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_7.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_039,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_039_10_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/10_8.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_040,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_040_11_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_1.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_041,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_041_11_19.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_19.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_042,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_042_11_20.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_20.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_043,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_043_11_31.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_31.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_044,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_044_11_32.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_32.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_045,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_045_11_35.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_35.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_046,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_046_11_37.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_37.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_047,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_047_11_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_4.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_048,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_048_11_43.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_43.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_049,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_049_11_8.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/11_8.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_050,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_050_12_0.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_0.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_051,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_051_12_1.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_1.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_052,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_052_12_10.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_10.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_053,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_053_12_12.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_12.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_054,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_054_12_16.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_16.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_055,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_055_12_17.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_17.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_056,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_056_12_18.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_18.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_057,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_057_12_2.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_2.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_058,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_058_12_21.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_21.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_059,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_059_12_4.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_4.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_060,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_060_12_5.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_5.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
psoriasis_061,C:\Users\biso8\20260503_final_project\psoriasis_image_modal\images\psoriasis_061_12_6.jpg,ismailpromus/skin-diseases-image-dataset,IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/12_6.jpg,https://www.kaggle.com/datasets/ismailpromus/skin-diseases-image-dataset,psoriasis_lichen_planus_related,disease_category,unknown,"Kaggle Skin Diseases Dataset class 7: Psoriasis pictures, Lichen Planus and related diseases"
